Name,State,Control,Region,Enrollment
Elon University,NC,Private,Southeast,6045
Inter American University of Puerto Rico-Metro,PR,Private,Territory,6060
University of St Thomas,MN,Private,Midwest,6085
University of Louisiana at Monroe,LA,Public,Southeast,6121
University of South Dakota,SD,Public,Midwest,6171
Berklee College of Music,MA,Private,Northeast,6197
College of William and Mary,VA,Public,Southeast,6243
Loyola Marymount University,CA,Private,West,6257
Howard University,DC,Private,Northeast,6276
University of Chicago,IL,Private,Midwest,6298
Rensselaer Polytechnic Institute,NY,Private,Northeast,6314
University of Rochester,NY,Private,Northeast,6320
